limit_balance,sex,marital_status,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,pay_amt_1,pay_amt_2,pay_amt_3,pay_amt_4,pay_amt_5,pay_amt_6,bill_amt_1,bill_amt_2,bill_amt_3,bill_amt_4,bill_amt_5,bill_amt_6,education_level,degree,default_payment_next_month
240000,2,1,32,0,0,0,0,0,0,10000,11000,11000,10000,5000,5000,234774,231155,236914,241351,244202,115036,2,university,0
50000,2,1,24,0,0,0,0,0,0,2401,2440,2396,1368,1401,1807,48700,47544,47612,48713,49295,49916,2,university,0
230000,2,1,27,0,0,0,0,0,0,2000,1928,1014,1000,203,34096,24739,19712,18175,12109,11616,10134,2,university,0
510000,2,1,38,0,0,0,0,0,0,2000,2700,2700,1500,1500,10000,95589,35224,37361,39437,40292,41153,2,university,0
50000,2,1,24,0,0,0,-1,0,0,1500,2008,10358,1000,1000,4438,20173,15509,7085,10358,8606,2740,2,university,0
120000,1,1,26,0,0,0,0,0,0,3000,2000,2000,2000,2000,2000,47733,49609,47753,48950,50149,51159,2,university,0
30000,1,2,33,0,0,0,0,0,-2,2233,1000,600,0,0,0,28949,30319,29400,30000,0,0,2,university,0
20000,2,2,22,0,0,0,0,0,2,1700,1300,700,1643,0,1000,16072,17205,17903,18321,19680,18292,2,university,0
20000,1,1,45,0,0,0,0,0,0,1896,1417,1206,284,147,4937,19473,19868,16749,17538,13840,7370,2,university,0
50000,1,1,45,0,0,0,0,0,0,1939,1547,1464,1078,1225,1500,50297,49944,48030,32097,31450,29695,2,university,0
200000,1,1,40,0,0,-1,0,0,0,2564,124500,8000,3500,4000,3000,1296,2035,120921,126429,85500,81305,2,university,0
30000,2,1,37,0,0,0,0,0,0,1898,2632,1000,1176,830,0,26411,27578,29312,29680,29689,31050,3,high school,0
150000,2,1,43,0,0,0,0,0,-2,2000,2000,2000,0,0,0,17541,19021,7861,7691,0,0,3,high school,0
50000,1,2,31,0,0,0,0,0,2,1500,1500,1500,2000,0,1000,45194,22298,16055,17281,18996,18553,3,high school,0
120000,2,1,47,0,0,0,0,0,0,5033,5000,3007,3000,3000,3000,118148,118593,101152,80503,75407,77157,3,high school,0
500000,1,2,32,-1,0,0,0,0,0,25016,20018,10000,79377,52778,10000,386405,387910,293177,274539,253443,253671,1,graduate school,0
100000,1,2,43,-1,0,0,0,0,0,10015,3018,10002,10007,5018,3438,6768,13054,10489,16146,25053,27671,2,university,0
80000,2,2,25,0,0,0,0,0,0,1144,1000,109,144,0,0,3409,4489,5345,5454,5598,178,1,graduate school,0
470000,1,2,33,0,0,0,0,0,0,5031,5500,5000,5000,4000,5000,72083,68136,69036,71466,67538,70400,1,graduate school,0
260000,2,1,44,0,0,0,0,0,0,6891,8668,6907,6088,14982,12588,296349,300155,305798,306082,304048,14982,1,graduate school,0
60000,2,2,25,0,0,0,0,0,0,2100,2100,2685,2300,4800,3400,56136,57280,56969,58695,57453,61153,1,graduate school,0
200000,2,2,40,0,0,0,0,0,0,4841,5047,4922,4926,5105,5500,132563,135202,137111,137121,139343,141859,1,graduate school,0
90000,1,2,52,0,0,0,0,0,0,3505,3962,2909,3107,3127,3032,87186,87526,88924,88735,87521,85699,2,university,0
80000,2,2,31,0,0,0,0,0,0,3126,3391,3000,2000,1974,2043,81358,69913,71541,72541,54061,55136,2,university,0
50000,2,2,56,0,0,0,0,0,0,2180,2204,656,2159,678,851,47060,48481,49505,17612,19461,18660,2,university,0
90000,2,2,24,0,0,0,0,0,0,3000,1240,1220,1000,500,800,14329,14520,14747,4753,5152,4664,2,university,0
190000,1,2,41,0,0,0,0,0,0,2000,2000,2000,2000,2000,2000,33798,34931,36064,37160,38237,39464,2,university,0
120000,2,2,30,0,0,0,0,0,0,6026,6000,6300,4000,4300,4322,121280,123176,121907,123949,112430,114322,2,university,0
240000,1,2,43,0,0,0,0,0,0,8763,7539,8267,7012,8010,8499,236238,225318,202513,198720,192574,195682,2,university,0
30000,2,2,31,0,0,0,0,0,0,2000,1600,1000,1000,1000,0,28716,26570,26829,26839,27449,25125,2,university,0
10000,1,2,23,0,0,0,0,0,-2,4400,1000,500,0,0,0,2068,6000,6457,6177,0,0,2,university,0
230000,2,2,27,0,0,0,0,0,0,2000,2500,1200,2000,18000,5000,47520,46256,32029,31397,27834,28153,2,university,0
30000,2,1,27,0,0,0,0,0,0,1712,1400,442,391,500,0,23134,23302,22844,22101,19535,19580,2,university,0
420000,1,1,36,0,0,0,0,0,0,15005,10013,10000,10000,20000,20000,56068,55115,19304,22304,28465,38182,2,university,0
20000,1,2,24,0,0,0,0,0,-1,1073,1258,1000,228,1035,0,3843,4110,4560,4567,4060,1035,2,university,0
40000,2,1,25,0,0,0,0,0,2,1950,4300,2000,2938,0,3700,40633,40633,40311,39380,41389,40628,2,university,1
50000,2,1,34,0,0,0,2,0,0,10000,4100,0,900,2000,1000,42050,51328,51053,43611,19785,20104,2,university,0
140000,2,2,30,0,0,0,0,0,0,4400,4500,3500,3500,8000,500,97288,98068,98098,97055,97035,101525,2,university,1
80000,1,1,45,0,0,0,0,0,0,1490,2000,2000,3000,5000,865,26637,26437,26686,28372,28345,27279,3,high school,0
50000,2,1,53,0,0,0,0,0,-2,2182,2400,1000,18678,600,500,46138,47164,47602,37280,18678,18602,3,high school,0
80000,1,1,41,0,0,0,0,0,0,3000,2135,2000,3500,4000,3000,35646,38040,39562,40427,43417,46878,3,high school,0
120000,1,2,28,-1,0,0,0,0,0,35000,5000,8000,5000,5000,4000,8922,43070,47023,53576,57529,61392,1,graduate school,1
400000,2,2,26,-1,0,0,0,0,0,4016,4020,4066,4009,4021,3507,2871,6260,6651,6542,7093,9134,1,graduate school,0
250000,2,2,31,-1,0,0,0,0,-1,5000,1298,1000,134,9423,19346,36439,30161,24326,13198,6686,9423,1,graduate school,0
330000,2,2,34,-1,0,-1,0,0,0,1503,40003,15000,0,0,25017,203,1558,39927,53430,44798,40341,1,graduate school,0
150000,2,2,25,0,0,0,0,0,2,2000,1417,1256,4429,1000,0,39445,40799,40832,33843,37015,30074,1,graduate school,0
320000,1,2,36,0,0,0,0,0,-1,5465,3137,52,2384,25094,30011,146201,129311,112151,84218,76058,24068,1,graduate school,0
50000,1,2,32,0,0,0,0,0,0,1773,2110,2324,2000,1920,2000,49571,48765,49453,49827,48930,48748,1,graduate school,0
480000,2,1,43,0,0,0,0,0,0,5647,5792,5880,6000,3493,21308,276681,282328,288120,294000,300000,3493,1,graduate school,0
250000,2,2,31,0,0,0,0,0,0,3500,2658,3000,4000,3000,2500,67492,67875,67448,68165,68787,70111,1,graduate school,0
180000,1,2,35,0,0,0,0,0,0,3022,3005,3002,3004,3000,0,52160,46545,43604,43571,19360,20650,1,graduate school,0
210000,2,2,26,0,0,0,0,0,0,7000,7003,8000,8000,5500,7000,132909,135210,140056,143584,147832,150953,1,graduate school,0
170000,2,1,33,0,0,0,0,0,0,8200,5200,5000,5000,5000,4000,170440,170060,115372,211577,120407,122952,1,graduate school,1
80000,1,2,31,0,0,0,0,0,0,9000,5000,3000,3000,2501,3000,72840,74631,77329,78147,79785,76766,1,graduate school,0
100000,1,2,37,0,0,0,0,0,0,3490,2332,2314,2365,2497,2305,99209,98222,67185,66926,66796,64513,2,university,0
50000,2,1,43,0,0,0,0,0,0,1600,1400,1500,1200,1500,1200,35268,34807,31071,30258,29579,28396,2,university,0
50000,1,1,33,0,0,0,0,0,0,1300,1200,5000,1000,5000,8000,21460,12570,13530,14876,14157,18888,2,university,1
300000,2,2,28,0,0,0,0,0,0,5017,3200,3500,3000,3000,74000,199801,121321,94524,86637,78939,70689,2,university,0
500000,1,1,50,0,0,0,0,0,0,16770,13989,33232,29695,32838,38770,265803,246770,223989,223232,219158,212237,2,university,0
20000,2,1,36,0,0,0,0,0,0,3000,2000,1000,2000,5000,0,9845,5419,6098,6840,8560,13410,2,university,0
50000,2,1,37,0,0,0,0,0,2,1849,5000,1417,4488,0,1540,28522,29906,34057,34611,38359,37592,2,university,0
70000,1,1,49,0,0,0,0,0,0,2020,2011,2013,2001,2000,2201,59156,54472,51258,48564,47512,48164,2,university,0
300000,2,2,32,0,0,0,0,0,0,4682,4777,4835,5830,4931,5079,114690,117682,120777,123835,127830,130931,2,university,0
30000,2,2,22,0,0,2,0,0,0,3600,0,1400,487,424,0,27219,28987,27849,27451,24358,21192,2,university,0
50000,2,1,26,0,0,0,0,0,0,1781,2016,1450,1314,814,978,41891,33849,30220,30235,28979,23593,2,university,0
20000,2,2,22,0,0,0,0,0,0,1575,1294,1596,655,1669,0,15247,16561,17280,18431,18341,19569,2,university,1
50000,1,2,24,0,0,0,0,0,0,1323,1654,1700,1500,1500,1000,18684,19690,21021,22067,22896,23873,2,university,0
50000,2,1,30,0,0,0,0,0,0,1986,1040,1000,1000,3000,1000,43334,41935,14854,14125,12176,13827,2,university,0
20000,2,1,42,0,0,0,0,0,0,1323,1307,691,705,995,722,19185,18621,19605,19717,19203,19871,2,university,0
50000,2,1,39,0,0,0,0,0,0,1501,1297,448,449,419,415,41250,40813,10695,8841,8140,8267,3,high school,0
30000,2,2,23,0,0,0,0,0,0,2000,2000,2000,2000,2000,2000,28371,28238,28963,29991,22876,22177,3,high school,1
310000,2,1,35,2,0,0,0,0,0,13019,11128,8407,8599,6833,5987,304991,311243,306314,258610,246491,198889,2,university,1
200000,2,2,30,0,0,0,0,0,0,8990,7000,5500,6000,4220,3610,196845,189104,183255,147612,148088,99985,1,graduate school,0
310000,2,2,25,0,0,0,0,0,0,4000,4500,4500,5000,5000,5000,140483,141796,145125,148388,152132,155887,1,graduate school,0
100000,2,1,44,0,0,0,0,0,2,5000,3000,3000,5900,0,5000,68444,71722,73525,75303,79994,78550,1,graduate school,1
50000,2,2,25,0,0,0,0,0,0,5000,2000,1500,2000,4000,1364,42056,46024,45452,45450,41154,39034,1,graduate school,1
80000,2,2,24,0,0,2,0,0,0,9425,1,2012,1091,1006,2516,39813,46375,43576,28468,25971,23686,1,graduate school,1
310000,1,1,29,0,0,0,0,0,0,20000,20000,2500,11056,3000,4377,31132,45718,62992,62473,69837,69898,2,university,0
300000,2,1,36,0,0,0,0,0,0,6000,5000,30303,2011,856,1010,141486,79474,80813,111116,13534,10379,2,university,0
340000,2,2,32,0,0,0,0,0,0,3871,3136,3014,3123,3168,4855,80174,82761,83636,85282,87070,88828,2,university,0
200000,2,1,37,0,0,0,0,0,0,8017,8000,8000,9000,7000,6000,184144,189158,190569,191730,171269,151550,2,university,0
140000,2,3,30,0,0,0,0,0,0,4598,4333,3381,3637,3645,3440,107060,104629,98453,96149,96500,96550,2,university,0
50000,2,2,23,0,0,0,2,0,0,2139,2500,6,2000,2000,2000,47020,48383,47231,20508,20584,19625,2,university,1
120000,1,2,30,0,0,0,0,0,0,5000,3000,2000,2000,1500,1500,77413,70630,61181,52187,49327,41096,2,university,0
240000,1,1,30,0,0,0,0,0,0,10003,10009,10014,8500,10000,8000,227675,181461,186160,191355,192406,190086,2,university,0
170000,2,1,52,0,0,0,0,0,0,6791,7333,4218,4269,4481,4144,168516,168529,169956,119844,117944,118163,2,university,0
500000,1,1,33,0,0,0,0,0,-1,3357,3010,2000,2044,131438,4504,26597,16573,19080,13860,15904,134584,2,university,0
490000,2,2,28,0,0,0,0,0,0,3047,2647,88595,3203,3142,3166,128821,93626,52074,118595,93461,86682,2,university,0
240000,1,1,34,0,0,0,0,0,0,10000,11000,9248,8005,8000,8000,242805,237854,240535,242770,191520,173461,2,university,0
460000,2,1,40,0,0,0,0,0,0,5015,5032,4407,4040,3001,3109,133102,126956,126758,121857,122830,90219,2,university,0
80000,1,3,40,0,0,0,0,0,0,12660,4573,3500,2000,5000,2000,72185,76854,72408,72832,46473,50329,2,university,0
50000,2,1,31,0,0,0,0,0,0,2000,1223,1000,1000,1000,1000,13641,15409,16052,15993,15780,15549,2,university,0
500000,2,2,34,0,0,0,0,0,0,8734,40000,3912,2101,34000,32000,175570,141773,132747,94651,73734,62519,2,university,0
210000,2,2,27,0,0,0,0,0,0,4100,3500,3113,3000,3331,2546,87909,86769,85001,83811,82399,81434,2,university,0
50000,1,2,38,0,0,0,0,0,0,1300,1600,650,700,700,700,42856,29248,17775,17833,18246,18642,2,university,0
150000,2,1,35,0,0,0,0,0,0,5000,5045,2563,3006,3000,2218,102007,93116,84302,74986,67369,60434,2,university,1
150000,1,1,43,0,0,0,0,0,0,3008,2014,1599,2014,2018,1041,150797,52509,50683,46602,40599,37192,3,high school,0
50000,2,1,49,0,0,0,0,0,0,3005,2000,2000,2000,1000,2000,46970,36260,29311,27932,28274,27605,3,high school,0
130000,2,1,33,0,0,0,0,0,0,2000,3000,0,0,0,0,19161,20544,22704,22304,22304,0,1,graduate school,1
150000,2,2,32,0,0,0,0,0,0,3006,3000,2000,222,11170,5000,83275,84220,77956,77682,52300,56223,1,graduate school,0
50000,2,2,27,0,0,0,0,0,2,2500,2100,2000,3900,0,2000,44421,45897,46920,47864,50856,48390,1,graduate school,0
300000,1,1,55,0,0,0,0,0,0,4810,6164,6069,4425,4412,4123,127480,130168,134080,126996,127820,130325,1,graduate school,0
180000,1,1,35,0,0,0,0,0,0,7187,5000,4749,5141,4916,4000,170128,172258,138807,132806,135603,137803,1,graduate school,0
60000,2,2,28,0,0,0,0,0,0,2700,2800,2800,1200,1100,1200,23518,25542,27649,29718,30171,30678,1,graduate school,0
200000,2,2,28,0,0,0,0,0,0,8031,55015,5327,5505,5525,6039,140407,142965,188990,188742,187267,190249,1,graduate school,0
200000,1,2,41,0,0,2,0,0,0,3000,0,8000,5000,3000,0,24720,20982,20398,19888,22713,19405,1,graduate school,0
50000,2,1,34,0,0,0,0,0,0,1221,2000,1500,2000,2000,4000,10821,11877,13656,14949,16567,16826,2,university,0
50000,1,2,28,0,0,0,0,0,0,1500,1500,1000,1000,1500,1100,23244,24364,25454,26030,26609,27662,2,university,0
50000,1,2,44,0,0,0,0,0,0,2504,1590,701,803,1000,671,49120,50823,49844,20239,20241,19921,2,university,0
130000,2,1,45,0,0,0,0,0,2,7000,4710,4500,9400,3600,5500,128671,129901,127658,127362,128726,129081,2,university,0
200000,2,1,32,0,0,0,0,0,0,6026,6007,5000,5000,5000,6000,166428,157908,150977,140358,130373,131885,2,university,0
320000,1,1,33,0,0,0,0,0,0,68000,12000,25000,3208,4031,94390,254065,136709,81130,103543,105623,107549,2,university,0
50000,2,1,37,0,0,0,0,0,0,2003,1680,1860,1061,1392,8000,51734,51665,51105,47494,31375,30781,2,university,0
50000,2,1,42,0,0,0,0,0,0,1216,1528,499,700,600,541,11618,12641,13953,13924,14399,14610,2,university,0
500000,2,2,27,0,0,0,0,0,0,5188,3417,3000,1276,388071,11700,196931,138247,96888,16476,12534,394163,2,university,0
50000,1,2,22,0,0,0,0,0,0,1668,1283,853,1000,758,475,22616,21415,20769,21339,19382,18577,2,university,0
330000,2,2,33,0,0,0,0,0,0,7400,6600,4800,5000,5400,5100,166917,159118,149325,143242,138627,139977,2,university,0
140000,2,1,48,0,0,0,0,0,0,1996,3000,3000,3000,1790,1965,41241,42548,44552,46503,48418,49277,2,university,0
110000,2,2,39,0,0,0,0,0,0,5500,5900,5500,5000,5000,4300,111533,110367,112974,108390,107180,107309,2,university,0
50000,2,2,22,0,0,2,0,0,0,3700,0,1200,710,52,1000,38340,41362,34656,35004,35514,2582,2,university,0
110000,1,1,40,0,0,0,0,0,0,4100,2612,2666,2700,2659,2694,93357,94938,79368,74778,75996,77423,3,high school,0
50000,1,1,65,0,0,0,0,0,0,2068,1545,1171,1658,1321,0,48341,47465,47942,48418,49530,28085,3,high school,0
60000,2,1,41,0,0,0,0,0,0,1993,2627,2700,2500,2300,3000,56261,55773,55953,55562,55063,54819,3,high school,0
200000,1,1,31,-1,0,0,0,0,0,20000,20000,10000,20000,10000,10000,58008,72062,72912,80819,84186,83710,1,graduate school,0
100000,1,1,33,0,0,0,0,0,0,2284,1961,2037,1434,1469,1483,49415,50851,49528,50604,40966,40308,1,graduate school,0
200000,1,2,29,0,0,0,0,0,0,6017,8000,5800,5200,5000,5000,170707,159654,162208,162357,144236,127362,1,graduate school,0
30000,2,2,23,0,0,0,0,0,0,10000,2013,3016,759,2042,3705,17462,27086,28299,29585,27952,29790,1,graduate school,0
320000,2,1,41,0,0,0,0,0,0,10000,4200,30000,7,3000,0,59807,68080,67745,91798,90936,92588,1,graduate school,0
90000,2,2,33,0,0,2,0,0,0,8500,0,4086,2600,3000,3000,92725,94908,89711,91165,72263,72569,1,graduate school,0
50000,1,2,24,0,0,0,0,0,0,2063,1298,700,800,815,237,49076,48923,49158,19270,18776,19167,2,university,0
230000,2,1,32,0,0,0,0,0,0,2500,3000,3000,1500,1500,2000,57259,46226,36089,34158,22872,22592,2,university,1
110000,2,1,34,0,0,0,0,0,0,1300,1280,600,1005,709,732,18328,19385,20400,20729,21465,21740,2,university,0
50000,1,2,26,0,0,0,0,0,0,1804,1746,1681,1695,1890,4005,47169,48197,47738,47676,46694,47807,2,university,0
80000,2,1,30,0,0,0,0,0,2,1700,1400,200,1000,0,500,21507,13207,13997,10914,10685,5515,2,university,0
20000,2,2,21,0,0,0,0,0,0,1318,1499,1099,333,2000,2000,19382,20040,17850,13560,11748,10632,2,university,0
410000,1,1,36,0,0,0,0,0,0,15050,16000,13100,12700,13000,13100,421227,416160,419988,359736,358471,360557,2,university,0
20000,1,2,25,0,0,0,0,0,2,1263,1307,1500,1408,0,674,14989,15999,17043,18236,19376,18958,2,university,1
30000,1,1,48,0,0,0,0,0,0,3006,3000,2000,3000,8150,2000,26393,28622,29846,25571,40188,27544,2,university,1
360000,1,1,40,0,0,0,-1,0,0,10034,15011,45919,5036,5022,6010,69464,55638,43429,45895,27851,25408,2,university,0
200000,1,2,39,0,0,0,0,0,0,1513,1106,335,845,1513,413,15138,16396,6989,6619,7362,7252,2,university,0
100000,1,2,27,0,0,0,0,0,0,2500,1162,3000,159,11845,200,10458,9899,6618,3895,4037,12959,2,university,0
150000,1,2,28,0,0,0,0,0,0,3003,2503,1880,1875,2666,1396,79426,71364,71219,56277,54231,55243,2,university,1
130000,2,2,26,0,0,0,0,0,-2,5000,15066,5007,0,3000,825,110922,113974,126194,17832,-3000,0,2,university,1
270000,2,1,37,0,0,0,0,0,0,4500,3500,4000,3000,3000,2200,110593,102486,94362,86861,78538,70158,2,university,0
150000,2,1,45,0,0,0,0,0,0,12000,7007,3000,3000,2500,5000,135260,144927,148990,70303,64749,66206,2,university,0
70000,2,2,27,0,0,2,2,0,0,3500,1000,1000,2000,1000,1500,25105,27867,28125,28364,29586,30110,2,university,0
320000,2,1,33,0,0,0,0,0,2,2000,1300,1600,2500,0,1000,71047,19161,19829,17692,15648,15255,3,high school,0
10000,1,2,61,0,0,0,0,0,0,1293,1235,1000,199,193,197,7700,8595,9273,9774,9973,9638,3,high school,1
20000,2,1,42,0,0,0,0,0,0,1300,1300,1280,1000,1000,1107,18650,15456,16504,17496,18219,18783,3,high school,0
100000,1,1,53,2,0,0,0,0,0,2500,2400,1845,2400,2500,0,43611,45415,47053,47747,48459,49560,2,university,1
380000,1,1,52,2,0,0,0,0,2,15353,14219,15022,29000,0,27000,390409,369065,375150,383319,385813,365587,3,high school,0
250000,2,2,36,-1,0,0,0,0,0,25000,24000,30000,25000,30000,25000,44242,58876,73068,102311,75543,88283,3,high school,0
290000,2,1,46,0,0,0,0,0,0,2000,2000,5000,5000,10000,5000,6615,8494,10336,15127,19685,29275,1,graduate school,1
280000,2,1,32,0,0,0,0,0,0,6000,6000,5000,5000,4012,4779,137630,116209,117118,116689,117757,118432,1,graduate school,0
310000,2,1,45,0,0,0,0,0,0,3340,4370,4000,5000,3899,3761,91532,93351,96218,97722,101082,103202,1,graduate school,0
200000,2,2,26,0,0,0,0,0,0,7263,7266,7000,7940,7009,7000,199649,202127,198168,189696,192462,194025,1,graduate school,0
150000,1,2,26,0,0,0,0,0,0,1158,1181,1500,836,1200,2000,10111,9847,10870,12189,12836,13828,2,university,0
50000,1,1,32,0,0,0,0,0,0,2200,1500,1500,2000,1700,2000,50764,50428,49564,21002,20230,19462,2,university,1
90000,2,1,28,0,0,0,0,0,0,3000,2500,2000,2000,1100,0,45537,43173,36230,28068,20229,20650,2,university,0
20000,1,1,24,0,0,0,0,0,0,1500,1600,700,700,500,1000,10085,11416,12520,12714,13059,13193,2,university,1
60000,1,2,49,0,0,0,0,0,0,38709,1609,661,656,1000,5000,81411,52017,35423,24023,20175,16137,2,university,0
80000,2,2,23,0,0,0,0,0,-1,6174,3160,5020,1670,6124,1600,4125,10174,6160,9020,4670,6124,2,university,0
20000,1,3,49,0,0,0,0,0,0,1294,2316,1256,1000,1000,800,16336,17354,18376,18253,18458,19197,2,university,1
130000,2,2,44,0,0,0,0,0,0,4000,6097,4085,3007,3028,3000,128854,111896,116183,115034,88163,87388,2,university,0
80000,2,1,36,0,0,0,0,0,0,3700,3500,4000,3200,4000,2700,77998,77452,74773,76908,77068,78434,2,university,0
150000,2,2,25,0,0,0,0,0,0,5000,3500,3000,3000,3100,3100,100165,102327,101572,103062,83567,85098,2,university,0
210000,1,3,27,0,0,0,0,0,0,3883,4000,3008,3500,3139,3373,81387,82679,84014,84365,86517,87296,2,university,0
10000,2,2,32,0,0,0,0,0,0,1400,1300,350,500,1650,0,8509,9228,9821,9495,9469,10191,2,university,0
200000,2,2,28,0,0,0,0,0,0,6002,3008,2006,2045,1346,1196,59373,55040,54414,53504,53670,45539,2,university,0
180000,2,1,34,0,0,0,0,0,0,1526,3006,5020,5000,2000,935,47517,26137,18177,16866,15067,7615,2,university,0
50000,1,1,51,0,0,0,0,0,0,2000,1400,984,1013,1006,939,48550,46267,46716,29744,30060,29449,3,high school,0
60000,2,1,51,0,0,0,0,0,0,2435,2575,1404,990,1347,1316,60350,61112,60557,35555,30214,30170,3,high school,0
140000,2,1,56,0,0,0,0,0,0,5025,5962,4878,4100,4200,4003,141342,137996,139888,126590,111187,111414,3,high school,0
90000,2,2,25,2,0,0,0,0,-1,4000,3258,1000,0,77500,0,84710,87334,87862,18889,-783,73568,1,graduate school,0
150000,1,1,35,2,0,0,0,0,0,7300,6100,5100,4200,1900,1600,165441,160292,153981,129725,103050,54447,1,graduate school,1
370000,1,2,39,2,0,0,0,0,0,14005,12004,12362,12006,9555,11005,334394,337272,340152,345904,322168,272461,2,university,1
20000,1,2,23,2,0,0,0,0,-2,1602,1710,1000,0,0,0,18337,19317,19645,19935,0,0,3,high school,1
70000,2,1,29,-1,0,0,0,0,0,2751,3600,2694,2800,2743,2700,71232,71262,71509,70695,71189,70554,2,university,0
80000,1,1,54,0,0,0,0,0,0,2545,2208,1336,2232,542,348,61454,61808,62290,29296,26210,17643,6,unknown,1
260000,2,2,30,0,0,0,0,0,0,10000,8000,6000,7000,7000,6000,156882,160246,159988,158114,158762,159108,1,graduate school,0
300000,2,1,51,0,0,0,0,0,0,4107,7346,65000,2500,2022,1800,108639,85818,90069,85008,83983,50257,1,graduate school,0
310000,2,1,41,0,0,0,0,0,0,2063,76651,7129,3000,10000,10000,48815,39593,104341,76635,46219,55045,1,graduate school,0
60000,1,2,27,0,0,0,0,0,0,2960,1628,1002,1100,1100,922,57753,59186,59001,27971,28619,29213,1,graduate school,1
200000,2,2,33,0,0,0,0,0,0,7300,6550,7200,5300,5400,5240,147178,150573,140844,144245,135946,135736,1,graduate school,0
370000,1,2,30,0,0,0,0,0,0,13000,11000,15000,10000,10000,12000,333930,280727,285705,295747,250158,255956,1,graduate school,0
150000,2,1,34,0,0,0,0,0,0,54190,6000,5000,5000,5000,5000,97874,130901,127985,126207,126814,125640,1,graduate school,0
130000,2,2,29,0,0,0,0,0,0,4500,4500,4500,4500,4500,4500,41224,45136,48970,52740,56467,60119,1,graduate school,0
140000,1,2,29,0,0,0,0,0,0,3000,2500,3000,3000,3000,3000,60764,62782,63636,65570,67354,69073,1,graduate school,0
200000,1,1,53,0,0,0,0,0,0,2500,2700,2242,2093,1300,0,66012,68099,70387,71929,58133,40500,1,graduate school,0
120000,2,2,25,0,0,2,0,0,0,8000,3000,4100,4000,3600,2000,105169,109456,105810,98712,84856,70059,1,graduate school,1
300000,2,1,27,0,0,0,0,0,0,20000,12003,10524,11238,8814,9463,286321,283547,578971,293063,296677,230338,2,university,1
120000,2,2,29,0,0,0,0,0,0,6000,5500,4160,4120,4250,4380,114538,117171,115941,116877,117359,117029,2,university,0
180000,1,1,40,0,0,0,0,0,0,5000,2000,2000,2000,2000,2000,126937,109884,49475,50840,50090,48345,2,university,1
50000,2,2,23,0,0,0,0,0,0,1649,1300,500,500,300,500,21249,20771,17626,10078,9654,9648,2,university,0
480000,1,1,39,0,0,0,0,0,0,15000,30000,20000,12000,12500,12200,428927,436425,300134,315067,321825,328781,2,university,0
210000,2,2,27,0,0,0,0,0,0,1951,3034,3000,3000,3000,92,46066,38952,29735,15381,12475,10535,2,university,0
20000,2,2,30,0,0,0,0,0,0,1300,1800,1106,435,1599,1000,21302,18842,19370,19355,17155,18660,2,university,0
